loc,date,temp,wind,rain
수락산,2015-01-22 11:00,3.2,2.1,0
수락산,2015-01-22 12:00,3.8,1.4,0
수락산,2015-01-22 13:00,4.7,0.9,0
수락산,2015-01-22 14:00,5.4,1.2,0
수락산,2015-01-22 15:00,5.8,1.5,0
수락산,2015-01-22 16:00,6.3,1,0
수락산,2015-01-22 17:00,5.8,1.5,0
수락산,2015-01-22 18:00,2.7,0.1,0
수락산,2015-01-22 19:00,2.3,0.6,0
수락산,2015-01-22 20:00,0.6,0.2,0
수락산,2015-01-22 21:00,-0.2,0,0
수락산,2015-01-22 22:00,-1.5,0.8,0
수락산,2015-01-22 23:00,-1.8,0,0
수락산,2015-01-23 0:00,-1.8,0,0
수락산,2015-01-23 1:00,-2.6,0,0
수락산,2015-01-23 2:00,-3.2,0,0
수락산,2015-01-23 3:00,-3.6,0,0
수락산,2015-01-23 4:00,-4.2,0.1,0
수락산,2015-01-23 5:00,-4.8,0,0
수락산,2015-01-23 6:00,-4.8,0,0
수락산,2015-01-23 7:00,-5.2,0.1,0
수락산,2015-01-23 8:00,-5.4,0,0
수락산,2015-01-23 9:00,-3.9,0.8,0
수락산,2015-01-23 10:00,-0.5,0.6,0
수락산,2015-01-23 11:00,2.3,1.6,0
수락산,2015-01-23 12:00,3.3,2.2,0
수락산,2015-01-23 13:00,4.2,2.6,0
수락산,2015-01-23 14:00,3.5,1.9,0
수락산,2015-01-23 15:00,4.1,2,0
수락산,2015-01-23 16:00,3.7,1.7,0
수락산,2015-01-23 17:00,2.9,0.9,0
수락산,2015-01-23 18:00,1.6,0.4,0
수락산,2015-01-23 19:00,1.2,1.2,0
수락산,2015-01-23 20:00,0,0.4,0
수락산,2015-01-23 21:00,-0.1,0.2,0
수락산,2015-01-23 22:00,-0.3,0.1,0
수락산,2015-01-23 23:00,-0.3,0.1,0
수락산,2015-01-24 0:00,-0.8,0,0
수락산,2015-01-24 1:00,-0.5,0,0
수락산,2015-01-24 2:00,-0.9,0,0
수락산,2015-01-24 3:00,-0.7,0.1,0
수락산,2015-01-24 4:00,-0.8,0,0
수락산,2015-01-24 5:00,-1.4,1.2,0
수락산,2015-01-24 6:00,-2.1,0.2,0
수락산,2015-01-24 7:00,-2.4,0.3,0
수락산,2015-01-24 8:00,-2.2,0,0
수락산,2015-01-24 9:00,-1.1,0,0
수락산,2015-01-24 10:00,1.5,0,0
수락산,2015-01-24 11:00,3.2,0.2,0
수락산,2015-01-24 12:00,5.5,0.8,0
수락산,2015-01-24 13:00,6.1,2,0
수락산,2015-01-24 14:00,7.3,2,0
수락산,2015-01-24 15:00,7.3,2.2,0
수락산,2015-01-24 16:00,6.6,1.9,0
수락산,2015-01-24 17:00,5.4,1.4,0
수락산,2015-01-24 18:00,4.2,0.8,0
수락산,2015-01-24 19:00,2,0,0
수락산,2015-01-24 20:00,1.4,0.2,0
수락산,2015-01-24 21:00,0.6,0.1,0
수락산,2015-01-24 22:00,0,0,0
수락산,2015-01-24 23:00,-0.7,0,0
수락산,2015-01-25 0:00,-0.7,0,0
수락산,2015-01-25 1:00,-1.1,1.1,0
수락산,2015-01-25 2:00,-1.1,0.1,0
수락산,2015-01-25 3:00,-1.1,0,0
수락산,2015-01-25 4:00,-1.9,0.9,0
수락산,2015-01-25 5:00,-1.8,0.6,0
수락산,2015-01-25 6:00,-2.1,1.1,0
수락산,2015-01-25 7:00,-1.6,0,0
수락산,2015-01-25 8:00,-2.2,1.5,0
수락산,2015-01-25 9:00,-0.3,0.2,0
수락산,2015-01-25 10:00,0.2,0.5,0
수락산,2015-01-25 11:00,1.8,0,0
수락산,2015-01-25 12:00,4.3,2.4,0
수락산,2015-01-25 13:00,4.8,1.5,0
수락산,2015-01-25 14:00,5.2,2.3,0
수락산,2015-01-25 15:00,3.9,1.8,0
수락산,2015-01-25 16:00,3.2,0.8,0
수락산,2015-01-25 17:00,2.6,0.6,0
수락산,2015-01-25 18:00,2.3,0,0.5
수락산,2015-01-25 19:00,2.2,0,0
수락산,2015-01-25 20:00,2.2,0,1.5
수락산,2015-01-25 21:00,2.3,0,0.5
수락산,2015-01-25 22:00,2.6,1,0.5
수락산,2015-01-25 23:00,2.4,0.6,0.5
수락산,2015-01-26 0:00,2.4,1.4,0
수락산,2015-01-26 1:00,2.1,0,0.5
수락산,2015-01-26 2:00,2.3,0,0.5
수락산,2015-01-26 3:00,2.4,0,0
수락산,2015-01-26 4:00,2.4,0,0
수락산,2015-01-26 5:00,2.3,0,0
수락산,2015-01-26 6:00,2.4,0.1,0
수락산,2015-01-26 7:00,2.5,0.3,0
수락산,2015-01-26 8:00,2.4,0,0
수락산,2015-01-26 9:00,2.7,0.1,0
수락산,2015-01-26 10:00,2.9,0,0
수락산,2015-01-26 11:00,3.7,0,0
수락산,2015-01-26 12:00,4.5,0.2,0
수락산,2015-01-26 13:00,5.4,1,0
수락산,2015-01-26 14:00,5.6,3.1,0
수락산,2015-01-26 15:00,5.8,1.6,0
수락산,2015-01-26 16:00,6.2,1.1,0
수락산,2015-01-26 17:00,5.6,1.5,0
수락산,2015-01-26 18:00,4.3,1.2,0
수락산,2015-01-26 19:00,3,1.8,0
수락산,2015-01-26 20:00,1.5,2.7,0
수락산,2015-01-26 21:00,0.5,2.1,0
수락산,2015-01-26 22:00,0.2,2.2,0
수락산,2015-01-26 23:00,0.7,1.3,0
수락산,2015-01-27 0:00,0.7,1.3,0
수락산,2015-01-27 1:00,0.5,2.7,0
수락산,2015-01-27 2:00,0.1,2.4,0
수락산,2015-01-27 3:00,-1.1,1.1,0
수락산,2015-01-27 4:00,-2,1.6,0
수락산,2015-01-27 5:00,-2.2,1.9,0
수락산,2015-01-27 6:00,-2.8,1.7,0
수락산,2015-01-27 7:00,-3.7,2.2,0
수락산,2015-01-27 8:00,-5.1,3.1,0
수락산,2015-01-27 9:00,-4.9,2.6,0
수락산,2015-01-27 10:00,-4.4,2.7,0
수락산,2015-01-27 11:00,-3.3,2.2,0
수락산,2015-01-27 12:00,-1.8,2.5,0
수락산,2015-01-27 13:00,-1.4,1.8,0
수락산,2015-01-27 14:00,-0.8,2.3,0
수락산,2015-01-27 15:00,-0.2,2.3,0
수락산,2015-01-27 16:00,-0.8,2.6,0
수락산,2015-01-27 17:00,-1.9,2.1,0
수락산,2015-01-27 18:00,-3,1.9,0
수락산,2015-01-27 19:00,-4,2,0
수락산,2015-01-27 20:00,-4.7,2.5,0
수락산,2015-01-27 21:00,-5.7,2.5,0
수락산,2015-01-27 22:00,-6.6,2,0
수락산,2015-01-27 23:00,-7.1,2.1,0
수락산,2015-01-28 0:00,-7.4,1.8,0
수락산,2015-01-28 1:00,-7.8,0.4,0
수락산,2015-01-28 2:00,-7.9,1.9,0
수락산,2015-01-28 3:00,-9.1,1,0
수락산,2015-01-28 4:00,-8.9,1.7,0
수락산,2015-01-28 5:00,-9.2,0.7,0
수락산,2015-01-28 6:00,-9.7,1.5,0
수락산,2015-01-28 7:00,-9.7,2.3,0
수락산,2015-01-28 8:00,-9.5,1.3,0
수락산,2015-01-28 9:00,-8.5,1.2,0
수락산,2015-01-28 10:00,-7,1.4,0
수락산,2015-01-28 11:00,-4.9,1,0
수락산,2015-01-28 12:00,-2.4,1.1,0
수락산,2015-01-28 13:00,-1.3,1.4,0
수락산,2015-01-28 14:00,0.5,0.4,0
수락산,2015-01-28 15:00,1.4,1,0
수락산,2015-01-28 16:00,1.7,1.4,0
수락산,2015-01-28 17:00,0.3,1.3,0
수락산,2015-01-28 18:00,-1.2,3,0
수락산,2015-01-28 19:00,-2.4,0.5,0
수락산,2015-01-28 20:00,-3.6,0.6,0
수락산,2015-01-28 21:00,-4.1,0.1,0
수락산,2015-01-28 22:00,-5.1,0.2,0
수락산,2015-01-28 23:00,-5.9,0,0
수락산,2015-01-29 0:00,-6.8,0.2,0
수락산,2015-01-29 1:00,-6.8,0.1,0
수락산,2015-01-29 2:00,-7.5,0.5,0
수락산,2015-01-29 3:00,-7,0.5,0
수락산,2015-01-29 4:00,-7.1,0.7,0
수락산,2015-01-29 5:00,-6.6,0.5,0
수락산,2015-01-29 6:00,-6.2,0,0
수락산,2015-01-29 7:00,-6.1,0.7,0
수락산,2015-01-29 8:00,-5.7,0,0
수락산,2015-01-29 9:00,-4.6,0,0
수락산,2015-01-29 10:00,-3.4,0.1,0
수락산,2015-01-29 11:00,-1.8,0.4,0
수락산,2015-01-29 12:00,-0.9,0.2,0
수락산,2015-01-29 13:00,0.1,0.9,0
수락산,2015-01-29 14:00,1.4,0.7,0
수락산,2015-01-29 15:00,2,0.2,0
수락산,2015-01-29 16:00,2.2,1,0
수락산,2015-01-29 17:00,1.6,2,0
수락산,2015-01-29 18:00,1,0.3,0
수락산,2015-01-29 19:00,0.7,2.6,0
수락산,2015-01-29 20:00,-0.9,1,0
수락산,2015-01-29 21:00,-0.9,0.3,0
수락산,2015-01-29 22:00,-1.9,0,0
수락산,2015-01-29 23:00,-1.4,2.7,0
수락산,2015-01-30 0:00,-1.7,2.4,0
수락산,2015-01-30 1:00,-2.5,1.5,0
수락산,2015-01-30 2:00,-3.5,1,0
수락산,2015-01-30 3:00,-4.8,0.4,0
수락산,2015-01-30 4:00,-5,0.1,0
수락산,2015-01-30 5:00,-5,0.1,0
수락산,2015-01-30 6:00,-4.4,0,0
수락산,2015-01-30 7:00,-4.4,0,0
수락산,2015-01-30 8:00,-5.2,0.5,0
수락산,2015-01-30 9:00,-3.7,1.5,0
수락산,2015-01-30 10:00,-2.8,1.7,0
수락산,2015-01-30 11:00,-2.1,3.9,0
수락산,2015-01-30 12:00,-0.8,2.8,0
수락산,2015-01-30 13:00,-0.6,3.4,0
수락산,2015-01-30 14:00,-0.3,2.7,0
수락산,2015-01-30 15:00,0.6,2.8,0
수락산,2015-01-30 16:00,-0.2,3,0
수락산,2015-01-30 17:00,-1.4,3,0
수락산,2015-01-30 18:00,-2.4,2.4,0
수락산,2015-01-30 19:00,-3.4,3.1,0
수락산,2015-01-30 20:00,-4.7,2.9,0
수락산,2015-01-30 21:00,-5.6,1.7,0
수락산,2015-01-30 22:00,-6.5,2.3,0
수락산,2015-01-30 23:00,-7.4,1.6,0
수락산,2015-01-31 0:00,-7.9,1.2,0
수락산,2015-01-31 1:00,-8.2,0,0
수락산,2015-01-31 2:00,-8.3,0.6,0
수락산,2015-01-31 3:00,-8.8,0.1,0
수락산,2015-01-31 4:00,-9.9,0.1,0
수락산,2015-01-31 5:00,-10.1,0.1,0
수락산,2015-01-31 6:00,-10.7,0,0
수락산,2015-01-31 7:00,-11.2,0,0
수락산,2015-01-31 8:00,-11.6,0,0
수락산,2015-01-31 9:00,-8.5,0,0
수락산,2015-01-31 10:00,-6.3,1.1,0
수락산,2015-01-31 11:00,-5.4,1.5,0
수락산,2015-01-31 12:00,-3.3,1.5,0
수락산,2015-01-31 13:00,-1.9,1.4,0
수락산,2015-01-31 14:00,-0.9,1.9,0
수락산,2015-01-31 15:00,-0.2,1.8,0
수락산,2015-01-31 16:00,-0.1,1.6,0
수락산,2015-01-31 17:00,-1,1.4,0
수락산,2015-01-31 18:00,-2.5,1.1,0
수락산,2015-01-31 19:00,-3.4,1.3,0
수락산,2015-01-31 20:00,-3.8,1.5,0
수락산,2015-01-31 21:00,-4.4,1,0
수락산,2015-01-31 22:00,-6,0.8,0
수락산,2015-01-31 23:00,-5.2,1.3,0
수락산,2015-02-01 0:00,-6.6,0.9,0
수락산,2015-02-01 1:00,-6.7,0.3,0
수락산,2015-02-01 2:00,-7.7,0,0
수락산,2015-02-01 3:00,-9.1,0,0
수락산,2015-02-01 4:00,-9.4,0,0
수락산,2015-02-01 5:00,-10.1,0.1,0
수락산,2015-02-01 6:00,-10.5,0.2,0
수락산,2015-02-01 7:00,-10.4,0,0
수락산,2015-02-01 8:00,-10.5,0,0
수락산,2015-02-01 9:00,-8,1.1,0
수락산,2015-02-01 10:00,-5.3,1,0
수락산,2015-02-01 11:00,-2.6,0.3,0
수락산,2015-02-01 12:00,-1.1,1.5,0
수락산,2015-02-01 13:00,0.6,0.9,0
수락산,2015-02-01 14:00,2,1.2,0
수락산,2015-02-01 15:00,2.4,0.7,0
수락산,2015-02-01 16:00,2.2,0.7,0
수락산,2015-02-01 17:00,1.3,1.3,0
수락산,2015-02-01 18:00,-0.1,1.8,0
수락산,2015-02-01 19:00,-1.8,0.7,0
수락산,2015-02-01 20:00,-2.9,0,0
수락산,2015-02-01 21:00,-3.4,0.1,0
수락산,2015-02-01 22:00,-4.6,0,0
수락산,2015-02-01 23:00,-4.9,0,0
수락산,2015-02-02 0:00,-5.6,0,0
수락산,2015-02-02 1:00,-6.6,0,0
수락산,2015-02-02 2:00,-6.8,0,0
수락산,2015-02-02 3:00,-7.7,0,0
수락산,2015-02-02 4:00,-7.7,0,0
수락산,2015-02-02 5:00,-8,0,0
수락산,2015-02-02 6:00,-8,0,0
수락산,2015-02-02 7:00,-7.7,0,0
수락산,2015-02-02 8:00,-7.8,0,0
수락산,2015-02-02 9:00,-5.9,0,0
수락산,2015-02-02 10:00,-3.8,0.3,0
수락산,2015-02-02 11:00,-0.8,0.5,0
수락산,2015-02-02 12:00,1.9,0.5,0
수락산,2015-02-02 13:00,3,1.3,0
수락산,2015-02-02 14:00,4,1,0
수락산,2015-02-02 15:00,5,0.8,0
수락산,2015-02-02 16:00,5.1,0.7,0
수락산,2015-02-02 17:00,2.6,0.6,0
수락산,2015-02-02 18:00,1.8,0.3,0
수락산,2015-02-02 19:00,0.3,0,0
수락산,2015-02-02 20:00,-1.4,0,0
수락산,2015-02-02 21:00,-2.3,0,0
수락산,2015-02-02 22:00,-2.3,0,0
수락산,2015-02-02 23:00,-3.8,0,0
수락산,2015-02-03 0:00,-4.5,0,0
수락산,2015-02-03 1:00,-5.3,0.1,0
수락산,2015-02-03 2:00,-5.9,0.1,0
수락산,2015-02-03 3:00,-5.4,0,0
수락산,2015-02-03 4:00,-7,0,0
수락산,2015-02-03 5:00,-6.8,0,0
수락산,2015-02-03 6:00,-6.8,0,0
수락산,2015-02-03 7:00,-6.7,0,0
수락산,2015-02-03 8:00,-6.3,0,0
수락산,2015-02-03 9:00,-4.6,0.7,0
수락산,2015-02-03 10:00,-1.5,0.7,0
수락산,2015-02-03 11:00,1.4,1.1,0
수락산,2015-02-03 12:00,3.9,1.1,0
수락산,2015-02-03 13:00,4.4,0.4,0
수락산,2015-02-03 14:00,5.8,0.9,0
수락산,2015-02-03 15:00,5.4,1.2,0
수락산,2015-02-03 16:00,5.4,0.6,0
수락산,2015-02-03 17:00,4.1,1.3,0
수락산,2015-02-03 18:00,2.3,0.7,0
수락산,2015-02-03 19:00,1.8,1.2,0
수락산,2015-02-03 20:00,-1.4,0.5,0
수락산,2015-02-03 21:00,-2.2,0.1,0
수락산,2015-02-03 22:00,-2,0,0
수락산,2015-02-03 23:00,-2.8,0,0
수락산,2015-02-04 0:00,-3.1,0,0
수락산,2015-02-04 1:00,-4.3,0,0
수락산,2015-02-04 2:00,-4.6,0,0
수락산,2015-02-04 3:00,-5.3,0,0
수락산,2015-02-04 4:00,-5.6,0,0
수락산,2015-02-04 5:00,-6,0.3,0
수락산,2015-02-04 6:00,-6,0,0
수락산,2015-02-04 7:00,-7,0,0
수락산,2015-02-04 8:00,-6.6,0,0
수락산,2015-02-04 9:00,-4.9,0,0
수락산,2015-02-04 10:00,-1.7,0,0
수락산,2015-02-04 11:00,0.4,1.3,0
수락산,2015-02-04 12:00,2.5,0.9,0
수락산,2015-02-04 13:00,4.1,1.2,0
수락산,2015-02-04 14:00,4.8,1.4,0
수락산,2015-02-04 15:00,4.5,0.9,0
수락산,2015-02-04 16:00,4.8,1.7,0
수락산,2015-02-04 17:00,3.4,2.1,0
수락산,2015-02-04 18:00,2.4,0.9,0
수락산,2015-02-04 19:00,1.1,0.9,0
수락산,2015-02-04 20:00,-0.2,0.3,0
수락산,2015-02-04 21:00,-0.1,0.4,0
수락산,2015-02-04 22:00,-2.1,0,0
수락산,2015-02-04 23:00,-2.5,0.2,0
수락산,2015-02-05 0:00,-1.8,0,0
수락산,2015-02-05 1:00,-2.5,0.7,0
수락산,2015-02-05 2:00,-2.9,0,0
수락산,2015-02-05 3:00,-3.5,0.1,0
수락산,2015-02-05 4:00,-3.9,0.2,0
수락산,2015-02-05 5:00,-4.9,0,0
수락산,2015-02-05 6:00,-5.4,0,0
수락산,2015-02-05 7:00,-5.2,1.3,0
수락산,2015-02-05 8:00,-5.5,0,0
수락산,2015-02-05 9:00,-3.4,0,0
수락산,2015-02-05 10:00,-1.8,1.1,0
수락산,2015-02-05 11:00,0,1.7,0
수락산,2015-02-05 12:00,2.1,0.5,0
수락산,2015-02-05 13:00,3.4,1.7,0
수락산,2015-02-05 14:00,4.2,1.5,0
수락산,2015-02-05 15:00,4.6,2.8,0
수락산,2015-02-05 16:00,4.3,1.9,0
수락산,2015-02-05 17:00,2.8,2.1,0
수락산,2015-02-05 18:00,1.6,1.3,0
수락산,2015-02-05 19:00,0.4,0.8,0
수락산,2015-02-05 20:00,-0.4,0.9,0
수락산,2015-02-05 21:00,-0.9,1.1,0
수락산,2015-02-05 22:00,-1.7,0.8,0
수락산,2015-02-05 23:00,-3.2,0.4,0
수락산,2015-02-06 0:00,-3.8,,0
수락산,2015-02-06 1:00,-4.4,0.1,0
수락산,2015-02-06 2:00,-3.9,0.7,0
수락산,2015-02-06 3:00,-5.3,0.4,0
수락산,2015-02-06 4:00,-5.8,0,0
수락산,2015-02-06 5:00,-6.4,0.1,0
수락산,2015-02-06 6:00,-6.9,1.4,0
수락산,2015-02-06 7:00,-7.3,0,0
수락산,2015-02-06 8:00,-7,0.6,0
수락산,2015-02-06 9:00,-4.1,0,0
수락산,2015-02-06 10:00,-1.4,1.4,0
수락산,2015-02-06 11:00,1.3,1.4,0
수락산,2015-02-06 12:00,2.3,1.1,0
수락산,2015-02-06 13:00,5,1.6,0
수락산,2015-02-06 14:00,5.3,1.5,0
수락산,2015-02-06 15:00,5.9,1.4,0
수락산,2015-02-06 16:00,5.3,1.7,0
수락산,2015-02-06 17:00,3.9,2,0
수락산,2015-02-06 18:00,2.4,1.3,0
수락산,2015-02-06 19:00,0.9,1,0
수락산,2015-02-06 20:00,-0.9,0.7,0
수락산,2015-02-06 21:00,-1.9,0,0
수락산,2015-02-06 22:00,-2.3,0.5,0
수락산,2015-02-06 23:00,-2.9,0.9,0
수락산,2015-02-07 0:00,-3.1,0,0
수락산,2015-02-07 1:00,-3.2,0,0
수락산,2015-02-07 2:00,-3.5,0,0
수락산,2015-02-07 3:00,-4.1,0.5,0
수락산,2015-02-07 4:00,-3.9,0,0
수락산,2015-02-07 5:00,-4.6,0.7,0
수락산,2015-02-07 6:00,-4.5,0,0
수락산,2015-02-07 7:00,-3.8,0.4,0
수락산,2015-02-07 8:00,-3.1,0,0
수락산,2015-02-07 9:00,-1.9,0,0
수락산,2015-02-07 10:00,0,1.1,0
수락산,2015-02-07 11:00,1.6,0.6,0
수락산,2015-02-07 12:00,3.1,1.1,0
수락산,2015-02-07 13:00,3.8,0.8,0
수락산,2015-02-07 14:00,5.4,2.1,0
수락산,2015-02-07 15:00,4.7,2.3,0
수락산,2015-02-07 16:00,3.1,2.1,0
수락산,2015-02-07 17:00,3.7,0.7,0
수락산,2015-02-07 18:00,3.1,1.3,0
수락산,2015-02-07 19:00,2.4,0.9,0
수락산,2015-02-07 20:00,2.7,2.1,0
수락산,2015-02-07 21:00,2.3,2.5,0
수락산,2015-02-07 22:00,1.4,2.1,0
수락산,2015-02-07 23:00,-0.9,1.9,0
수락산,2015-02-08 0:00,-2.5,3,0
수락산,2015-02-08 1:00,-4.5,3,0
수락산,2015-02-08 2:00,-6.2,3.7,0
수락산,2015-02-08 3:00,-7.3,3.9,0
수락산,2015-02-08 4:00,-9,2.9,0
수락산,2015-02-08 5:00,-10.6,2.4,0
수락산,2015-02-08 6:00,-11.3,4.1,0
수락산,2015-02-08 7:00,-11.9,3.6,0
수락산,2015-02-08 8:00,-12.2,2.8,0
수락산,2015-02-08 9:00,-11.3,2.5,0
수락산,2015-02-08 10:00,-10.5,4.3,0
수락산,2015-02-08 11:00,-9.5,3.1,0
수락산,2015-02-08 12:00,-8.4,3.1,0
수락산,2015-02-08 13:00,-7.7,3.7,0
수락산,2015-02-08 14:00,-6.8,3.7,0
수락산,2015-02-08 15:00,-6.8,4,0
수락산,2015-02-08 16:00,-6.5,3.4,0
수락산,2015-02-08 17:00,-8,3.9,0
수락산,2015-02-08 18:00,-8.9,3,0
수락산,2015-02-08 19:00,-10,3.1,0
수락산,2015-02-08 20:00,-10.6,3.5,0
수락산,2015-02-08 21:00,-11.2,2.8,0
수락산,2015-02-08 22:00,-11.6,1.8,0
수락산,2015-02-08 23:00,-11.7,2.2,0
수락산,2015-02-09 0:00,-12.4,0.7,0
수락산,2015-02-09 1:00,-13,0.5,0
수락산,2015-02-09 2:00,-13.6,0.1,0
수락산,2015-02-09 3:00,-13.2,0.4,0
수락산,2015-02-09 4:00,-13.2,1,0
수락산,2015-02-09 5:00,-14.3,0.1,0
수락산,2015-02-09 6:00,-14,0.4,0
수락산,2015-02-09 7:00,-15.2,0.2,0
수락산,2015-02-09 8:00,-14.8,0.6,0
수락산,2015-02-09 9:00,-11.7,0.7,0
수락산,2015-02-09 10:00,-9.3,1.2,0
수락산,2015-02-09 11:00,-7.1,1.5,0
수락산,2015-02-09 12:00,-3.3,2,0
수락산,2015-02-09 13:00,-2.5,3.3,0
수락산,2015-02-09 14:00,-1.3,3.2,0
수락산,2015-02-09 15:00,-0.9,1.6,0
수락산,2015-02-09 16:00,-0.8,1.6,0
수락산,2015-02-09 17:00,0.2,3.2,0
수락산,2015-02-09 18:00,-0.4,2.8,0
수락산,2015-02-09 19:00,-1,2,0
수락산,2015-02-09 20:00,-1.8,1.7,0
수락산,2015-02-09 21:00,-1.6,1.8,0
수락산,2015-02-09 22:00,-2.2,1,0
수락산,2015-02-09 23:00,-3,0.3,0
수락산,2015-02-10 0:00,-4,0.1,0
수락산,2015-02-10 1:00,-5.1,0.3,0
수락산,2015-02-10 2:00,-5.2,0.2,0
수락산,2015-02-10 3:00,-5.7,0,0
수락산,2015-02-10 4:00,-5.4,0.8,0
수락산,2015-02-10 5:00,-5.4,0.5,0
수락산,2015-02-10 6:00,-5.6,0.9,0
수락산,2015-02-10 7:00,-5.2,0.8,0
수락산,2015-02-10 8:00,-5.7,0,0
수락산,2015-02-10 9:00,-3.6,0.1,0
수락산,2015-02-10 10:00,-0.4,0.6,0
수락산,2015-02-10 11:00,1.9,0.8,0
수락산,2015-02-10 12:00,3.9,2.2,0
수락산,2015-02-10 13:00,5.2,1.5,0
수락산,2015-02-10 14:00,5.1,2.3,0
수락산,2015-02-10 15:00,5.3,2.2,0
수락산,2015-02-10 16:00,5.1,2.6,0
수락산,2015-02-10 17:00,4.3,2.2,0
수락산,2015-02-10 18:00,3.2,1.4,0
수락산,2015-02-10 19:00,2.9,2.1,0
수락산,2015-02-10 20:00,2.7,2.2,0
수락산,2015-02-10 21:00,2.4,1.9,0
수락산,2015-02-10 22:00,1.8,1.3,0
수락산,2015-02-10 23:00,1.5,0.8,0
수락산,2015-02-11 0:00,1.3,1,0
수락산,2015-02-11 1:00,0.7,0.6,0
수락산,2015-02-11 2:00,0,0,0
수락산,2015-02-11 3:00,-0.9,0.3,0
수락산,2015-02-11 4:00,-0.5,1.1,0
수락산,2015-02-11 5:00,-0.8,0.1,0
수락산,2015-02-11 6:00,-1.1,0,0
수락산,2015-02-11 7:00,-1.8,0,0
수락산,2015-02-11 8:00,-1.9,0,0
수락산,2015-02-11 9:00,-0.7,0,0
수락산,2015-02-11 10:00,2,1.4,0
수락산,2015-02-11 11:00,3.7,1,0
수락산,2015-02-11 12:00,5.2,1.6,0
수락산,2015-02-11 13:00,6.2,2.1,0
수락산,2015-02-11 14:00,6.7,1.7,0
수락산,2015-02-11 15:00,7,1.5,0
수락산,2015-02-11 16:00,6.4,2.6,0
수락산,2015-02-11 17:00,5.1,1.6,0
수락산,2015-02-11 18:00,4,1.5,0
수락산,2015-02-11 19:00,2.1,0.2,0
수락산,2015-02-11 20:00,0.9,0.5,0
수락산,2015-02-11 21:00,0.5,0.7,0
수락산,2015-02-11 22:00,-0.3,0.5,0
수락산,2015-02-11 23:00,-1.1,0.8,0
수락산,2015-02-12 0:00,-1.5,0.7,0
수락산,2015-02-12 1:00,-2,0.9,0
수락산,2015-02-12 2:00,-3.6,0.3,0
수락산,2015-02-12 3:00,-3.6,0.6,0
수락산,2015-02-12 4:00,-3.9,0.7,0
수락산,2015-02-12 5:00,-3.7,1.5,0
수락산,2015-02-12 6:00,-4.1,2.8,0
수락산,2015-02-12 7:00,-5.2,1.3,0
수락산,2015-02-12 8:00,-4.9,2.4,0
수락산,2015-02-12 9:00,-2.9,2.3,0
수락산,2015-02-12 10:00,-1.5,3.9,0
수락산,2015-02-12 11:00,-0.3,3.1,0
수락산,2015-02-12 12:00,1.6,2.3,0
수락산,2015-02-12 13:00,0.3,4.7,0
수락산,2015-02-12 14:00,1.3,3.9,0
수락산,2015-02-12 15:00,1.6,3.9,0
수락산,2015-02-12 16:00,1.4,3,0
수락산,2015-02-12 17:00,-0.4,4.2,0
수락산,2015-02-12 18:00,-1.6,2.6,0
수락산,2015-02-12 19:00,-2.2,3.1,0
수락산,2015-02-12 20:00,-2.8,2.1,0
수락산,2015-02-12 21:00,-3.5,2.3,0
수락산,2015-02-12 22:00,-3.7,3.1,0
